Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	4	0	0.0150188172	9.54097912e-18	9.54097912e-18	9.54097912e-18	9.54097912e-18	0	0	0	0	0	0	3
2	5	0	0.0300376343	9.97465999e-18	9.75781955e-18	9.54097912e-18	9.97465999e-18	2.16840434e-19	0	0	0	0	0	3
3	5	0	0.0450564515	5.6378513e-18	8.3844968e-18	5.6378513e-18	9.97465999e-18	1.37332275e-18	0	0	0	0	0	3
4	6	0	0.0600752687	8.23993651e-18	8.34835673e-18	5.6378513e-18	9.97465999e-18	1.40946282e-18	0	0	0	0	0	3
5	6	0	0.0750940858	6.50521303e-18	7.97972799e-18	5.6378513e-18	9.97465999e-18	1.77809156e-18	0	0	0	0	0	3
6	7	0	0.090112903	1.25767452e-17	8.74589752e-18	5.6378513e-18	1.25767452e-17	1.77809156e-18	0	0	0	0	0	3
7	8	0	0.10513172	5.6378513e-18	8.30189092e-18	5.6378513e-18	1.25767452e-17	1.77809156e-18	0	0	0	0	0	3
8	8	0	0.120150537	1.6479873e-17	9.32413868e-18	5.6378513e-18	1.6479873e-17	1.77809156e-18	0	0	0	0	0	3
9	9	0	0.135169354	9.54097912e-18	9.34823206e-18	5.6378513e-18	1.6479873e-17	1.77809156e-18	0	0	0	0	0	3
10	10	0	0.150188172	1.82145965e-17	1.02348685e-17	5.6378513e-18	1.82145965e-17	2.25514052e-18	0	0	0	0	0	3
11	11	0	0.165206989	1.30104261e-18	9.42270252e-18	1.30104261e-18	1.82145965e-17	2.25514052e-18	0	0	0	0	0	3
12	11	0	0.180225806	1.69135539e-17	1.00469401e-17	1.30104261e-18	1.82145965e-17	2.25514052e-18	0	0	0	0	0	3
13	12	0	0.195244623	6.07153217e-18	9.74113952e-18	1.30104261e-18	1.82145965e-17	2.25514052e-18	0	0	0	0	0	3
14	13	0	0.21026344	1.34441069e-17	1.00056372e-17	1.30104261e-18	1.82145965e-17	2.25514052e-18	0	0	0	0	0	3
15	14	0	0.225282257	1.38777878e-17	1.02637806e-17	1.30104261e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
16	14	0	0.240301075	2.16840434e-18	9.75781955e-18	1.30104261e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
17	15	0	0.255319892	-2.16840434e-18	9.05627697e-18	-2.16840434e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
18	16	0	0.270338709	6.50521303e-18	8.9145512e-18	-2.16840434e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
19	17	0	0.285357526	5.20417043e-18	8.719268e-18	-2.16840434e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
20	17	0	0.300376343	1.25767452e-17	8.91214186e-18	-2.16840434e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
21	18	0	0.31539516	-8.67361738e-19	8.44645121e-18	-2.16840434e-18	1.82145965e-17	2.28405258e-18	0	0	0	0	0	3
